#,round_id,roundStartDate,result
16847,400444,1701152589319,1.33
16848,400445,1701152608974,1.26
16849,400446,1701152624351,1.32
16850,400447,1701152640405,18.65
16851,400448,1701152688650,2.64
16852,400449,1701152717403,1.83
16853,400450,1701152739574,1.97
16854,400451,1701152761389,3.45
16855,400452,1701152791325,2.46
16856,400453,1701152817224,5.27
16857,400454,1701152852247,1.16
16858,400455,1701152869337,6.6
16859,400456,1701152906902,5.54
16860,400457,1701152943026,2.85
16861,400458,1701152970568,8.97
16862,400459,1701153011280,1.23
16863,400460,1701153030254,2.53
16864,400461,1701153054618,3.33
16865,400462,1701153084601,1.46
16866,400463,1701153104031,1
16867,400464,1701153119378,1.68
16868,400465,1701153139438,1.16
16869,400466,1701153156424,2.5
16870,400467,1701153182023,3.04
16871,400468,1701153210665,1.76
16872,400469,1701153232969,1.13
16873,400470,1701153251290,2.24
16874,400471,1701153275767,1.04
16875,400472,1701153291171,2.74
16876,400473,1701153316230,1.17
16877,400474,1701153331833,123.7
16878,400475,1701153401724,1.9
16879,400476,1701153425604,1.55
16880,400477,1701153445298,2.1
16881,400478,1701153468244,1.84
16882,400479,1701153489298,3.77
16883,400480,1701153518427,1.31
16884,400481,1701153537610,4.49
16885,400482,1701153568805,3.34
16886,400483,1701153597825,3.82
16887,400484,1701153628396,3.22
16888,400485,1701153656616,52.05
16889,400486,1701153717710,1.59
16890,400487,1701153739602,1
16891,400488,1701153755678,2
16892,400489,1701153778487,2.45
16893,400490,1701153803350,12.82
16894,400491,1701153850508,83.02
16895,400492,1701153917038,1.61
16896,400493,1701153938327,4.85
16897,400494,1701153970652,1.23
16898,400495,1701153988312,15.38
16899,400496,1701154034807,1
16900,400497,1701154050928,4.91
16901,400498,1701154084000,10.43
16902,400499,1701154128223,2.05
16903,400500,1701154155493,1.03
16904,400501,1701154172168,1.29
16905,400502,1701154189676,1
16906,400503,1701154206012,2.17
16907,400504,1701154231378,4.81
16908,400505,1701154269036,1.42
16909,400506,1701154290525,10.15
16910,400507,1701154332382,1.18
16911,400508,1701154353043,4.69
16912,400509,1701154386582,1.16
16913,400510,1701154404432,3.04
16914,400511,1701154432190,4.49
16915,400512,1701154464812,1.71
16916,400513,1701154488180,1.52
16917,400514,1701154508432,1.15
16918,400515,1701154526920,7.24
16919,400516,1701154564708,1
16920,400517,1701154582661,9.51
16921,400518,1701154624523,2.01
16922,400519,1701154653194,3.3
16923,400520,1701154683223,1.19
16924,400521,1701154702084,1.14
16925,400522,1701154719447,4.25
16926,400523,1701154752610,1.52
16927,400524,1701154774167,1.19
16928,400525,1701154791733,1.45
16929,400526,1701154812851,4.83
16930,400527,1701154846260,1.26
16931,400528,1701154864062,1.77
16932,400529,1701154889540,1.42
16933,400530,1701154908586,1.21
16934,400531,1701154926267,3.47
16935,400532,1701154954216,1
16936,400533,1701154969506,3.62
16937,400534,1701154997039,1.04
16938,400535,1701155012834,1.85
16939,400536,1701155034501,2.74
16940,400537,1701155060244,1.82
16941,400538,1701155082209,4.61
16942,400539,1701155113450,9.75
16943,400540,1701155153658,2.6
16944,400541,1701155190092,1.94
16945,400542,1701155212535,2.06
16946,400543,1701155235383,2.95
16947,400544,1701155261628,5.59
16948,400545,1701155296634,1.71
16949,400546,1701155318862,8.03
16950,400547,1701155357193,2.6
16951,400548,1701155385612,1.88
16952,400549,1701155408233,1.47
16953,400550,1701155426891,7.05
16954,400551,1701155466131,5.82
16955,400552,1701155502237,1.07
16956,400553,1701155517770,1.75
16957,400554,1701155539957,15.08
16958,400555,1701155585931,1.25
16959,400556,1701155604358,1.54
16960,400557,1701155623669,106.73
16961,400558,1701155692945,1.08
16962,400559,1701155709553,1.24
16963,400560,1701155727050,1.21
16964,400561,1701155743345,1.06
16965,400562,1701155758401,4.89
16966,400563,1701155790084,1.37
16967,400564,1701155808306,3.22
16968,400565,1701155835907,32.31
16969,400566,1701155892343,3.03
16970,400567,1701155919906,2.95
16971,400568,1701155946906,1.02
16972,400569,1701155962683,1.29
16973,400570,1701155978463,19.04
16974,400571,1701156027872,4.88
16975,400572,1701156062712,1.96
16976,400573,1701156085710,5.91
16977,400574,1701156120707,2.2
16978,400575,1701156148537,9.22
16979,400576,1701156190465,1.06
16980,400577,1701156206930,3.74
16981,400578,1701156236688,11.63
16982,400579,1701156281076,1.04
16983,400580,1701156298151,50.51
16984,400581,1701156360690,1.38
16985,400582,1701156380218,1.03
16986,400583,1701156396788,1.36
16987,400584,1701156415685,1.16
16988,400585,1701156433273,2.98
16989,400586,1701156461353,2.61
16990,400587,1701156489409,1.05
16991,400588,1701156506072,2.81
16992,400589,1701156533384,2.35
16993,400590,1701156558770,1
16994,400591,1701156575622,20.52
16995,400592,1701156625842,1.79
16996,400593,1701156648011,3.22
16997,400594,1701156677406,2.7
16998,400595,1701156704544,1.35
16999,400596,1701156724420,1.53
17000,400597,1701156751759,2.15
17001,400598,1701156776910,6.37
17002,400599,1701156820861,1.79
17003,400600,1701156843534,1
17004,400601,1701156859134,8.51
17005,400602,1701156898562,3.95
17006,400603,1701156931558,2.39
17007,400604,1701156956261,6.79
17008,400605,1701156994086,1.09
17009,400606,1701157012193,1.44
17010,400607,1701157031171,3.57
17011,400608,1701157060942,1.95
17012,400609,1701157085770,1.03
17013,400610,1701157108642,1.45
17014,400611,1701157127985,1.2
17015,400612,1701157144803,29.47
17016,400613,1701157197097,15.59
17017,400614,1701157246294,2.34
17018,400615,1701157272049,1.68
17019,400616,1701157293360,1.93
17020,400617,1701157316695,1.22
17021,400618,1701157336155,2.02
17022,400619,1701157359512,1.77
17023,400620,1701157381978,2.18
17024,400621,1701157408701,3.98
17025,400622,1701157440573,1.18
17026,400623,1701157460456,1.14
17027,400624,1701157477640,1.28
17028,400625,1701157493757,1.06
17029,400626,1701157508793,1.15
17030,400627,1701157525446,1
17031,400628,1701157538947,1.73
17032,400629,1701157558105,2.71
17033,400630,1701157583531,6.22
17034,400631,1701157619661,1.09
17035,400632,1701157636504,1.51
17036,400633,1701157655659,1.07
17037,400634,1701157671253,1.59
17038,400635,1701157689501,74.39
17039,400636,1701157753122,1.13
17040,400637,1701157769826,1.26
17041,400638,1701157784750,9.1
17042,400639,1701157823975,10447.5
17043,400640,1701157949964,1.64
17044,400641,1701157972793,2.13
17045,400642,1701157997548,2.38
17046,400643,1701158025803,24.17
17047,400644,1701158077969,1.34
17048,400645,1701158098283,1.49
17049,400646,1701158118320,1.04
17050,400647,1701158132756,5.82
17051,400648,1701158169402,1.01
17052,400649,1701158185793,1.37
17053,400650,1701158204153,2.99
17054,400651,1701158230961,1.47
17055,400652,1701158251995,2.18
17056,400653,1701158278646,1.05
17057,400654,1701158294442,1.9
17058,400655,1701158317810,7.07
17059,400656,1701158360828,1.95
17060,400657,1701158389180,4.56
17061,400658,1701158422441,1.64
17062,400659,1701158444125,2.43
17063,400660,1701158470311,1.54
17064,400661,1701158491574,3.95
17065,400662,1701158521574,1.56
17066,400663,1701158542804,1.72
17067,400664,1701158566428,1.02
17068,400665,1701158582493,1.68
17069,400666,1701158605841,6.75
17070,400667,1701158641670,1.95
17071,400668,1701158666438,1.05
17072,400669,1701158681653,3.58
17073,400670,1701158709211,1.18
17074,400671,1701158726123,1.15
17075,400672,1701158742157,1.5
17076,400673,1701158760187,6.47
17077,400674,1701158794895,1.27
17078,400675,1701158813438,5.72
17079,400676,1701158846487,1.19
17080,400677,1701158861557,2.25
17081,400678,1701158886187,1
17082,400679,1701158899429,2.4
17083,400680,1701158923700,1
17084,400681,1701158936436,1.57
17085,400682,1701158954553,35.61
17086,400683,1701159009146,14.11
17087,400684,1701159054486,1.52
17088,400685,1701159074894,1.56
17089,400686,1701159093129,1.78
17090,400687,1701159115413,1.63
17091,400688,1701159137231,6.56
17092,400689,1701159172099,3.52
17093,400690,1701159201545,3.14
17094,400691,1701159232306,1.04
17095,400692,1701159250318,1.1
17096,400693,1701159264272,5.24
17097,400694,1701159298125,1.81
17098,400695,1701159324345,5.53
17099,400696,1701159358907,1.17
17100,400697,1701159376891,3.3
17101,400698,1701159405064,1.03
17102,400699,1701159420788,5.08
17103,400700,1701159452708,1.42
17104,400701,1701159472251,9.53
17105,400702,1701159514152,1.76
17106,400703,1701159535477,1.1
17107,400704,1701159552365,2.41
17108,400705,1701159576072,1.18
17109,400706,1701159592849,2.64
17110,400707,1701159618316,1.79
17111,400708,1701159640173,5.34
17112,400709,1701159677088,1.37
17113,400710,1701159694890,2.16
17114,400711,1701159718505,1.04
17115,400712,1701159732771,1.21
17116,400713,1701159749491,2.88
17117,400714,1701159775752,1.33
17118,400715,1701159792343,19.86
17119,400716,1701159840391,5.32
17120,400717,1701159873911,1.56
17121,400718,1701159892726,5.32
17122,400719,1701159925532,2.32
17123,400720,1701159949746,9.69
17124,400721,1701159991076,6.28
17125,400722,1701160027847,1.52
17126,400723,1701160051507,1.92
17127,400724,1701160072470,1.61
17128,400725,1701160096683,1.06
17129,400726,1701160110978,2.24
17130,400727,1701160134545,1.08
17131,400728,1701160150356,1
17132,400729,1701160163451,2.01
17133,400730,1701160187123,1.66
17134,400731,1701160207948,33.19
17135,400732,1701160262687,8.23
17136,400733,1701160302636,2.45
17137,400734,1701160330659,7.24
17138,400735,1701160368618,7.35
17139,400736,1701160407515,1.81
17140,400737,1701160434106,3.69
17141,400738,1701160463714,1.27
17142,400739,1701160484371,1.58
17143,400740,1701160504261,1.59
17144,400741,1701160527294,12.63
17145,400742,1701160570969,5.3
17146,400743,1701160606412,1.51
17147,400744,1701160629154,11.02
17148,400745,1701160672033,8.31
17149,400746,1701160713027,1
17150,400747,1701160732230,4.67
17151,400748,1701160766527,2.2
17152,400749,1701160792385,13.75
17153,400750,1701160837700,1.05
17154,400751,1701160854263,2.08
17155,400752,1701160882512,3.05
17156,400753,1701160910922,1.21
17157,400754,1701160934233,1.35
17158,400755,1701160953968,18.3
17159,400756,1701161002946,1.36
17160,400757,1701161025348,1.11
17161,400758,1701161042164,1
17162,400759,1701161057804,1.19
17163,400760,1701161074577,2.82
17164,400761,1701161103403,19.15
17165,400762,1701161154372,1.52
17166,400763,1701161176649,1.94
17167,400764,1701161199907,2.28
17168,400765,1701161224987,2.52
17169,400766,1701161256175,1.16
17170,400767,1701161275381,1.56
17171,400768,1701161297367,1.8
17172,400769,1701161320728,1.97
17173,400770,1701161344312,1.34
17174,400771,1701161363026,2.11
17175,400772,1701161389545,1.49
17176,400773,1701161411807,1.01
17177,400774,1701161426734,1.88
17178,400775,1701161449244,1.17
17179,400776,1701161465715,2.5
17180,400777,1701161488600,1.04
17181,400778,1701161503157,1.28
17182,400779,1701161518227,1.14
17183,400780,1701161532166,2.54
17184,400781,1701161556474,1.65
17185,400782,1701161576031,3.71
17186,400783,1701161603612,38.67
17187,400784,1701161659934,3.58
17188,400785,1701161690370,1.65
17189,400786,1701161712979,1
17190,400787,1701161726641,2.18
17191,400788,1701161749231,2.39
17192,400789,1701161777299,1.57
17193,400790,1701161796652,3.29
17194,400791,1701161823193,1.07
17195,400792,1701161838780,1.9
17196,400793,1701161861397,3.25
17197,400794,1701161890888,2.17
17198,400795,1701161916688,3.98
17199,400796,1701161946200,2.32
17200,400797,1701161969828,1.68
17201,400798,1701161989094,6.72
17202,400799,1701162024361,3.6
17203,400800,1701162057595,2.18
17204,400801,1701162087292,8.47
17205,400802,1701162126612,1.12
17206,400803,1701162142588,2.34
17207,400804,1701162166546,17.15
17208,400805,1701162219500,1.45
17209,400806,1701162240944,1.06
17210,400807,1701162256356,2.47
17211,400808,1701162279791,1
17212,400809,1701162294485,2.17
17213,400810,1701162317914,1.54
17214,400811,1701162338775,1.07
17215,400812,1701162357538,2.09
17216,400813,1701162379868,2.93
17217,400814,1701162405504,2.3
17218,400815,1701162430346,2.16
17219,400816,1701162458686,1.83
17220,400817,1701162482095,3.01
17221,400818,1701162516658,1.98
17222,400819,1701162540536,3.09
17223,400820,1701162567186,1.35
17224,400821,1701162584867,3.37
17225,400822,1701162611682,3.8
17226,400823,1701162639690,1.93
17227,400824,1701162661505,41.96
17228,400825,1701162719932,3.67
17229,400826,1701162750536,3.98
17230,400827,1701162781930,1.78
17231,400828,1701162803335,1
17232,400829,1701162819849,1.04
17233,400830,1701162832979,3.01
17234,400831,1701162859953,1
17235,400832,1701162874892,1.55
17236,400833,1701162892866,1.48
17237,400834,1701162913466,9.54
17238,400835,1701162952871,3.36
17239,400836,1701162984939,3.07
17240,400837,1701163013609,43.5
17241,400838,1701163074273,2.76
17242,400839,1701163100292,1.6
17243,400840,1701163124486,1.84
17244,400841,1701163145122,1.73
17245,400842,1701163165377,1.42
17246,400843,1701163184778,2.59
17247,400844,1701163208935,1.72
17248,400845,1701163231175,1.28
17249,400846,1701163248378,1
17250,400847,1701163261964,1.28
17251,400848,1701163277489,30.06
17252,400849,1701163330235,1.69
17253,400850,1701163352739,1.45
17254,400851,1701163371751,1.92
17255,400852,1701163393630,2.53
17256,400853,1701163419480,2.46
17257,400854,1701163447812,14.54
17258,400855,1701163493395,6.23
17259,400856,1701163530221,10.78
17260,400857,1701163573580,2.1
17261,400858,1701163598268,1.16
17262,400859,1701163615128,2.37
17263,400860,1701163637692,1.4
17264,400861,1701163657925,1.18
17265,400862,1701163675393,1.04
17266,400863,1701163691831,2.13
17267,400864,1701163713651,15.14
17268,400865,1701163761098,2.5
17269,400866,1701163786640,1.24
17270,400867,1701163803821,5.13
17271,400868,1701163836117,1.97
17272,400869,1701163860471,3.14
17273,400870,1701163890322,1.09
17274,400871,1701163907011,4.3
17275,400872,1701163937282,1.43
17276,400873,1701163957162,1
17277,400874,1701163973097,1.48
17278,400875,1701163993483,9.82
17279,400876,1701164034845,3.24
17280,400877,1701164063450,1.14
17281,400878,1701164081719,1.9
17282,400879,1701164102306,1.28
17283,400880,1701164119908,59.45
17284,400881,1701164180604,1.26
17285,400882,1701164200345,1
17286,400883,1701164214078,3
17287,400884,1701164246929,1.16
17288,400885,1701164267810,6.18
17289,400886,1701164302090,7.26
17290,400887,1701164338998,2.24
17291,400888,1701164368122,1.62
17292,400889,1701164389067,1.38
17293,400890,1701164412090,1.22
17294,400891,1701164431285,1.14
17295,400892,1701164447100,1.23
17296,400893,1701164462436,1.39
17297,400894,1701164481984,1.68
17298,400895,1701164504054,1.44
17299,400896,1701164522023,1.25
17300,400897,1701164537373,2.12
17301,400898,1701164558393,3.93
17302,400899,1701164593214,6.05
17303,400900,1701164628488,1.17
17304,400901,1701164649800,2.59
17305,400902,1701164678503,3.09
17306,400903,1701164709887,1.11
17307,400904,1701164729509,1.28
17308,400905,1701164744771,8.69
17309,400906,1701164784528,1.01
17310,400907,1701164800211,445.31
17311,400908,1701164885570,11.47
17312,400909,1701164930884,1.5
17313,400910,1701164953462,1.59
17314,400911,1701164972807,2.55
17315,400912,1701165001029,1.68
17316,400913,1701165021583,1.35
17317,400914,1701165038604,2.77
17318,400915,1701165063227,1.05
17319,400916,1701165081492,11.13
17320,400917,1701165126826,1.3
17321,400918,1701165144709,1.6
17322,400919,1701165164141,1.15
17323,400920,1701165179213,54.28
17324,400921,1701165239181,1.47
17325,400922,1701165261594,7.12
17326,400923,1701165297333,1.69
17327,400924,1701165317466,1.79
17328,400925,1701165338327,2.73
17329,400926,1701165364712,1.99
17330,400927,1701165398456,1.02
17331,400928,1701165413946,1
17332,400929,1701165427495,1.06
17333,400930,1701165442649,1.47
17334,400931,1701165464110,4.57
17335,400932,1701165496823,1.64
17336,400933,1701165518687,1.11
17337,400934,1701165533531,4.09
17338,400935,1701165562956,1.14
17339,400936,1701165580751,3.31
17340,400937,1701165607174,1.49
17341,400938,1701165625532,1.19
17342,400939,1701165643048,1.09
17343,400940,1701165656925,65.79
17344,400941,1701165720496,3.74
17345,400942,1701165754768,256.64
17346,400943,1701165833295,2
17347,400944,1701165856101,10.34
17348,400945,1701165900639,3.74
17349,400946,1701165933654,2.97
17350,400947,1701165961140,7.22
17351,400948,1701165997811,2.69
17352,400949,1701166023922,2.51
17353,400950,1701166056295,1.07
17354,400951,1701166074306,1.31
17355,400952,1701166089979,11.34
17356,400953,1701166131523,3.24
17357,400954,1701166170362,11.56
17358,400955,1701166213119,1
17359,400956,1701166228894,1.33
17360,400957,1701166249049,2.11
17361,400958,1701166275310,1.13
17362,400959,1701166292177,2.21
17363,400960,1701166316696,1.99
17364,400961,1701166345067,2.24
17365,400962,1701166375122,7.55
17366,400963,1701166413972,1.7
17367,400964,1701166434859,1.46
17368,400965,1701166454959,1.3
17369,400966,1701166476013,1.06
17370,400967,1701166491401,1.08
17371,400968,1701166504952,10.05
17372,400969,1701166545027,2.18
17373,400970,1701166575304,5
17374,400971,1701166609115,6.93
17375,400972,1701166646266,1.14
17376,400973,1701166664393,6.83
17377,400974,1701166699707,1.34
17378,400975,1701166721213,1.84
17379,400976,1701166742742,4.95
17380,400977,1701166775844,2.55
17381,400978,1701166804788,1.78
17382,400979,1701166827201,8.51
17383,400980,1701166867149,1.81
17384,400981,1701166889062,3.28
17385,400982,1701166917175,5.85
17386,400983,1701166952443,37.43
17387,400984,1701167009638,1.56
17388,400985,1701167031633,5.23
17389,400986,1701167065136,12.83
17390,400987,1701167109836,4.16
17391,400988,1701167141657,3.62
17392,400989,1701167173028,1.63
17393,400990,1701167194907,1.55
17394,400991,1701167215358,7.36
17395,400992,1701167253552,6.2
17396,400993,1701167289925,1.28
17397,400994,1701167310204,1.03
17398,400995,1701167327547,24.8
17399,400996,1701167379635,1.65
17400,400997,1701167401646,9.33
17401,400998,1701167442913,1.07
17402,400999,1701167463542,1.26
17403,401000,1701167482894,2.84
17404,401001,1701167510578,1.47
17405,401002,1701167539945,2.46
17406,401003,1701167565792,1.86
17407,401004,1701167588828,3
17408,401005,1701167618378,2.68
17409,401006,1701167650190,2.04
17410,401007,1701167675886,4.45
17411,401008,1701167708606,1.05
17412,401009,1701167726295,1
17413,401010,1701167742587,3.45
17414,401011,1701167771623,3.03
17415,401012,1701167800168,9.51
17416,401013,1701167841804,1.62
17417,401014,1701167864389,2.78
17418,401015,1701167891683,2.14
17419,401016,1701167918497,5.39
17420,401017,1701167956436,1.97
17421,401018,1701167981163,1.88
17422,401019,1701168004388,14.22
17423,401020,1701168051501,1.61
17424,401021,1701168081464,1.76
17425,401022,1701168111710,1.18
17426,401023,1701168138746,2.7
17427,401024,1701168168218,1.21
17428,401025,1701168188843,3.21
17429,401026,1701168218751,2.36
17430,401027,1701168244735,4.19
17431,401028,1701168276561,1.06
17432,401029,1701168293450,7.1
17433,401030,1701168329498,3.67
17434,401031,1701168361182,1.4
17435,401032,1701168380905,6.06
17436,401033,1701168417872,1.72
17437,401034,1701168451312,1.08
17438,401035,1701168468509,1.1
17439,401036,1701168486023,1.24
17440,401037,1701168507048,1.07
17441,401038,1701168522658,2.54
17442,401039,1701168553425,2.33
17443,401040,1701168585299,1.68
17444,401041,1701168615960,33.1
17445,401042,1701168674802,3.29
17446,401043,1701168706930,1.8
17447,401044,1701168730908,3.35
17448,401045,1701168759202,1.2
17449,401046,1701168777775,2.22
17450,401047,1701168801568,3.85
17451,401048,1701168835043,1.1
17452,401049,1701168853088,1.26
17453,401050,1701168872392,1.36
17454,401051,1701168889443,1.53
17455,401052,1701168924832,2.84
17456,401053,1701168955804,2.13
17457,401054,1701168981873,1.48
17458,401055,1701169004855,2.72
17459,401056,1701169033581,1.48
17460,401057,1701169053401,5.1
17461,401058,1701169086536,1.78
17462,401059,1701169109170,2.22
17463,401060,1701169135500,1.69
17464,401061,1701169156978,2.73
17465,401062,1701169184811,2.38
17466,401063,1701169209442,2.99
17467,401064,1701169236027,1.6
17468,401065,1701169257803,2
17469,401066,1701169280871,3.93
17470,401067,1701169313649,1.11
17471,401068,1701169330250,1.47
17472,401069,1701169350253,1.14
17473,401070,1701169366217,1.26
17474,401071,1701169385004,1.57
17475,401072,1701169404500,1.22
17476,401073,1701169423151,1.87
17477,401074,1701169443900,1.05
17478,401075,1701169458158,3.66
17479,401076,1701169489514,1.11
17480,401077,1701169505207,1.44
17481,401078,1701169522207,3.39
17482,401079,1701169552232,6.03
17483,401080,1701169586121,1.56
17484,401081,1701169605997,1.39
17485,401082,1701169626539,1.31
17486,401083,1701169643379,2.74
17487,401084,1701169667688,1.76
17488,401085,1701169687185,11.03
17489,401086,1701169729644,2.54
17490,401087,1701169753939,134.66
17491,401088,1701169831049,8.05
17492,401089,1701169878602,1
17493,401090,1701169894245,7.41
17494,401091,1701169930419,1.31
17495,401092,1701169950399,3.53
17496,401093,1701169981795,1.54
17497,401094,1701170003237,3.61
17498,401095,1701170032440,7.29
17499,401096,1701170072892,3.72
17500,401097,1701170103593,1.11
17501,401098,1701170124342,1.71
17502,401099,1701170148221,1.62
17503,401100,1701170169050,8.26
17504,401101,1701170207774,3.38
17505,401102,1701170244381,1.4
17506,401103,1701170266618,1
17507,401104,1701170282071,1.89
17508,401105,1701170303213,5.87
17509,401106,1701170338448,13.34
17510,401107,1701170383807,4.99
17511,401108,1701170417895,147.66
17512,401109,1701170491749,1.32
17513,401110,1701170513090,1.66
17514,401111,1701170533626,1.01
17515,401112,1701170547741,1.72
17516,401113,1701170567928,2.09
17517,401114,1701170594237,1.45
17518,401115,1701170613557,3.74
17519,401116,1701170645583,2.12
17520,401117,1701170670315,1.8
17521,401118,1701170692434,1.22
17522,401119,1701170714185,12.46
17523,401120,1701170757765,27.33
17524,401121,1701170812033,1.52
17525,401122,1701170836668,1.02
17526,401123,1701170851769,1
17527,401124,1701170869040,1.77
17528,401125,1701170894480,1.16
17529,401126,1701170912316,1.37
17530,401127,1701170932959,1.3
17531,401128,1701170957513,9.43
17532,401129,1701170997490,12.96
17533,401130,1701171043624,80.15
17534,401131,1701171111063,1.13
17535,401132,1701171129969,1.17
17536,401133,1701171146519,1
17537,401134,1701171160146,2.81
17538,401135,1701171186488,1.55
17539,401136,1701171209373,2.34
17540,401137,1701171235380,1.56
17541,401138,1701171258937,40.14
17542,401139,1701171319427,1.41
17543,401140,1701171339600,1.31
17544,401141,1701171357990,6.48
17545,401142,1701171393143,14.98
17546,401143,1701171440486,2.45
17547,401144,1701171469082,4335.02
17548,401145,1701171583991,1.96
17549,401146,1701171608549,1.09
17550,401147,1701171625122,1.53
17551,401148,1701171643173,10.17
17552,401149,1701171686590,1.03
17553,401150,1701171703948,6.74
17554,401151,1701171741894,2.97
17555,401152,1701171779253,2.37
17556,401153,1701171804377,1
17557,401154,1701171822289,2.99
17558,401155,1701171854461,1.01
17559,401156,1701171870017,8.96
17560,401157,1701171915627,1.51
17561,401158,1701171941856,6.79
17562,401159,1701171982446,3.62
17563,401160,1701172017177,1
17564,401161,1701172039064,1.08
17565,401162,1701172061113,17.31
17566,401163,1701172115285,8.94
17567,401164,1701172182048,1.65
17568,401165,1701172204837,4.24
17569,401166,1701172237227,1.09
17570,401167,1701172256083,1.57
17571,401168,1701172279018,1.4
17572,401169,1701172305778,2.76
17573,401170,1701172343277,2.31
17574,401171,1701172381340,5.18
17575,401172,1701172428592,1.71
17576,401173,1701172450404,1.38
17577,401174,1701172481613,1.14
17578,401175,1701172515643,1.18
17579,401176,1701172535396,1.32
17580,401177,1701172554769,1.34
17581,401178,1701172573221,2.29
17582,401179,1701172599332,1.09
17583,401180,1701172626361,4.98
17584,401181,1701172667975,3.09
17585,401182,1701172701409,2.46
17586,401183,1701172734702,1.71
17587,401184,1701172761705,50.11
17588,401185,1701172825886,3.21
17589,401186,1701172855371,16.81
17590,401187,1701172904086,1
17591,401188,1701172921438,1.49
17592,401189,1701172953886,1.04
17593,401190,1701172972237,3.7
17594,401191,1701173004707,4.52
17595,401192,1701173042437,3.93
17596,401193,1701173074947,1.93
17597,401194,1701173103617,15.35
17598,401195,1701173160428,4.9
17599,401196,1701173197960,1.38
17600,401197,1701173222196,2.89
17601,401198,1701173248875,5.33
17602,401199,1701173283752,1.3
17603,401200,1701173304883,5.26
17604,401201,1701173339009,10.32
17605,401202,1701173383449,2.54
17606,401203,1701173411165,4.53
17607,401204,1701173444374,2.18
17608,401205,1701173476404,2.09
17609,401206,1701173505585,4.37
17610,401207,1701173539815,1.6
17611,401208,1701173561866,1.13
17612,401209,1701173577936,8.51
17613,401210,1701173616023,1.24
17614,401211,1701173634981,6.34
17615,401212,1701173675036,1.2
17616,401213,1701173696136,1.91
17617,401214,1701173720221,1.13
17618,401215,1701173739606,2.13
17619,401216,1701173765009,3.37
17620,401217,1701173796067,1.1
17621,401218,1701173814879,1.53
17622,401219,1701173834391,1.68
17623,401220,1701173855418,2.06
17624,401221,1701173883154,7.4
17625,401222,1701173921385,4.9
17626,401223,1701173956499,16.75
17627,401224,1701174006151,1.83
17628,401225,1701174029916,8.69
17629,401226,1701174070975,5.83
17630,401227,1701174107246,4.45
17631,401228,1701174140946,2.75
17632,401229,1701174169116,31.07
17633,401230,1701174225285,21.84
17634,401231,1701174276262,1.11
17635,401232,1701174294472,1.14
17636,401233,1701174309778,1.75
17637,401234,1701174329713,10.2
17638,401235,1701174373539,1.7
17639,401236,1701174400968,1.18
17640,401237,1701174418777,51.56
17641,401238,1701174482010,4.75
17642,401239,1701174516921,1.98
17643,401240,1701174542017,1.16
17644,401241,1701174566822,1.1
17645,401242,1701174583606,13.96
17646,401243,1701174629678,3.02
17647,401244,1701174659237,1.1
17648,401245,1701174677217,3.29
17649,401246,1701174710309,1.04
17650,401247,1701174726848,1.1
17651,401248,1701174744569,4.08
17652,401249,1701174777993,1.95
17653,401250,1701174805605,1.63
17654,401251,1701174827019,1.68
17655,401252,1701174848489,1.51
17656,401253,1701174870281,4.75
17657,401254,1701174903889,1.44
17658,401255,1701174928063,3.01
17659,401256,1701174956507,15.01
17660,401257,1701175003788,3.77
17661,401258,1701175035206,1.69
17662,401259,1701175059211,1.1
17663,401260,1701175076042,1.31
17664,401261,1701175095615,1.51
17665,401262,1701175116614,1.39
17666,401263,1701175135673,1.07
17667,401264,1701175155335,2.15
17668,401265,1701175187746,1.15
17669,401266,1701175210145,1.32
17670,401267,1701175229347,8.07
17671,401268,1701175269809,7.47
17672,401269,1701175311562,1.99
17673,401270,1701175337573,1.54
17674,401271,1701175357846,1.6
17675,401272,1701175379201,1.26
17676,401273,1701175400471,2.37
17677,401274,1701175426278,1.08
17678,401275,1701175444242,14.18
17679,401276,1701175490888,1.58
17680,401277,1701175513097,2.15
17681,401278,1701175540112,8.34
17682,401279,1701175581380,1.34
17683,401280,1701175603251,232.87
17684,401281,1701175682867,2.61
17685,401282,1701175711698,1.1
17686,401283,1701175729138,6.55
17687,401284,1701175773633,9.05
17688,401285,1701175814908,1
17689,401286,1701175832354,11.85
17690,401287,1701175879235,751.34
17691,401288,1701175974869,1.38
17692,401289,1701175995652,35.75
17693,401290,1701176054971,1.98
17694,401291,1701176078909,12.17
17695,401292,1701176124977,4.34
17696,401293,1701176157735,17.31
17697,401294,1701176206947,2.5
17698,401295,1701176234066,4.58
17699,401296,1701176271089,1.11
17700,401297,1701176300627,2.47
17701,401298,1701176330716,1
17702,401299,1701176348565,3.03
17703,401300,1701176377448,3.27
17704,401301,1701176408680,23.59
17705,401302,1701176460932,2.02
17706,401303,1701176489992,2.63
17707,401304,1701176517366,4.9
17708,401305,1701176554552,1.06
17709,401306,1701176573108,2.21
17710,401307,1701176597771,1.24
17711,401308,1701176617354,3.02
17712,401309,1701176646047,9.63
17713,401310,1701176687723,1.21
17714,401311,1701176710904,2.55
17715,401312,1701176739428,56.6
17716,401313,1701176803509,1.3
17717,401314,1701176822747,1.34
17718,401315,1701176842505,1.54
17719,401316,1701176865170,1.34
17720,401317,1701176886690,4.17
17721,401318,1701176918306,2.17
17722,401319,1701176946036,2.55
17723,401320,1701176984362,2.46
17724,401321,1701177012898,9.36
